feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Shuttleworthia	trial_arm	Placebo	-0.0220796802650965	0.0534755128596	240	6	0.680056525169101	0.938493321898753
Sneathia	trial_arm	Placebo	0.0230074773015049	0.0597004644677477	240	3	0.700298714768037	0.939957704781896
ASV_1121	trial_arm	Placebo	0.0140552063696508	0.0364787777000975	240	2	0.700360642778668	0.939957704781896
TM7x	trial_arm	Placebo	-0.0600984841651916	0.181081132131023	240	72	0.740266626399439	0.959837235924696
ASV_920	trial_arm	Placebo	0.0160301424424069	0.0478716033769575	240	2	0.738027875298559	0.959837235924696
Scardovia	trial_arm	Placebo	-0.0124965423553041	0.036801673777815	240	3	0.734483961611417	0.959837235924696
Roseburia	trial_arm	Placebo	0.0101477006163045	0.029471773550905	240	2	0.730910203782173	0.959837235924696
ASV_216	trial_arm	Placebo	-0.0427585461965251	0.13468071916733	240	22	0.751157135149169	0.965773459477503
ASV_214	trial_arm	Placebo	-0.0324106195111339	0.105483081054431	240	7	0.758914970104978	0.967616586883846
Prevotella	trial_arm	Placebo	0.518249218755755	2.1263744488618	240	87	0.807654271641323	0.973598039425303
Leptotrichia	trial_arm	Placebo	-0.216092930688594	0.803352277736032	240	49	0.788171178602631	0.973598039425303
Aggregatibacter	trial_arm	Placebo	-0.087342886501751	0.36201947788522	240	153	0.809556911180431	0.973598039425303
ASV_187	trial_arm	Placebo	0.0371371140165299	0.139841919757609	240	26	0.790804160736117	0.973598039425303
ASV_242	trial_arm	Placebo	0.0205197444344766	0.07332673835463	240	3	0.779843423676524	0.973598039425303
Peptococcus	trial_arm	Placebo	0.0199528503188685	0.0913245703195195	240	29	0.827240164217578	0.973598039425303
Psychrobacter	trial_arm	Placebo	0.012701683129117	0.0549929583878844	240	3	0.817537109631234	0.973598039425303
ASV_644	trial_arm	Placebo	-0.0137908759780698	0.0609481411291614	240	7	0.821183848831429	0.973598039425303
Family_XIII_UCG.001	trial_arm	Placebo	-0.012225985599156	0.0510763453553569	240	7	0.811027114454151	0.973598039425303
ASV_821	trial_arm	Placebo	0.0142154100294754	0.052626006958152	240	4	0.787300946926886	0.973598039425303
Tannerella	trial_arm	Placebo	-0.028570142710218	0.146996999802931	240	34	0.846060837465036	0.98814739032176
ASV_205	trial_arm	Placebo	-0.0129025623668899	0.164814175474245	240	51	0.937666718042113	0.989400054209954
Catonella	trial_arm	Placebo	-0.0237005717323876	0.194912285369976	240	43	0.903321512222794	0.989400054209954
Atopobium	trial_arm	Placebo	-0.0166223169383207	0.132533883240933	240	40	0.900297425613462	0.989400054209954
ASV_307	trial_arm	Placebo	0.0149865429051281	0.0890648119826456	240	14	0.866517248247065	0.989400054209954
Delftia	trial_arm	Placebo	0.00690403296639591	0.0453852741916798	240	4	0.879220729542362	0.989400054209954
Sphingopyxis	trial_arm	Placebo	0.00891772952688851	0.0790913783513222	240	10	0.910322032799849	0.989400054209954
ASV_561	trial_arm	Placebo	0.0117690855012601	0.0637945997141291	240	7	0.853790844619887	0.989400054209954
Lactobacillus	trial_arm	Placebo	0.0126718548530336	0.123659876602002	240	8	0.91846716734175	0.989400054209954
Acinetobacter	trial_arm	Placebo	-0.00554755721877782	0.055946402619554	240	2	0.921095950689633	0.989400054209954
ASV_591	trial_arm	Placebo	-0.00841091543800965	0.0519069940250075	240	3	0.871413259362303	0.989400054209954
Johnsonella	trial_arm	Placebo	0.00814677728966074	0.103350249914175	240	10	0.937236562023883	0.989400054209954
ASV_844	trial_arm	Placebo	-0.00534632480447939	0.0414942647301387	240	2	0.897589182464439	0.989400054209954
ASV_1135	trial_arm	Placebo	-0.00406785670535539	0.0496915271080449	240	3	0.934825112018582	0.989400054209954
ASV_1325	trial_arm	Placebo	0.00350896921099623	0.0267118865969598	240	3	0.895598669247711	0.989400054209954
ASV_62	trial_arm	Placebo	-0.0054703502770862	0.257519548429808	240	106	0.983070037087803	0.990373942461158
Oribacterium	trial_arm	Placebo	-0.0109914885869935	0.249299544591539	240	85	0.964870042539179	0.990373942461158
Corynebacterium	trial_arm	Placebo	-0.0200898461479121	0.304156360953888	240	74	0.947392633675552	0.990373942461158
Hydrogenophaga	trial_arm	Placebo	0.00114373883479117	0.0947003715748587	240	10	0.990373942461158	0.990373942461158
Anaeroglobus	trial_arm	Placebo	-0.00296818166239896	0.0897797467674541	240	4	0.973653888134793	0.990373942461158
ASV_508	trial_arm	Placebo	-0.00228079996915636	0.0607238744201504	240	5	0.97006983836765	0.990373942461158
ASV_854	trial_arm	Placebo	-0.000762208479421781	0.0564564045602437	240	6	0.989239531464642	0.990373942461158
Desulfobulbus	trial_arm	Placebo	-0.0019554090901447	0.0369591445759128	240	3	0.957850137143921	0.990373942461158
