feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Hyphomicrobium	visit	Week 72	0.007629468779109	0.00563384837350149	230	2	0.177006907915409	0.655600587589218
ASV_383	visit	Week 72	-0.0959977095538153	0.0432938165930848	230	15	0.0275859519984401	0.655600587589218
Psychrobacter	visit	Week 72	0.00697514177003081	0.00506356657642155	230	2	0.169703588056107	0.655600587589218
F0332	visit	Week 72	-0.030950567822129	0.0237687512038788	230	6	0.194177756876422	0.655600587589218
ASV_422	visit	Week 72	-0.0092883498442841	0.00714450609585347	230	2	0.194890097380217	0.655600587589218
Peptoanaerobacter	visit	Week 72	-0.0540188121640864	0.0395596325414076	230	14	0.173440538021036	0.655600587589218
Delftia	visit	Week 72	0.00716049942001313	0.00522311589914096	230	2	0.171746341144241	0.655600587589218
Sphingopyxis	visit	Week 72	0.0457710305245618	0.0216768266195212	230	5	0.0358164429253458	0.655600587589218
Lentimicrobium	visit	Week 72	-0.0486745112901443	0.030908838757361	230	15	0.116694598414615	0.655600587589218
ASV_461	visit	Week 72	0.0500108163278082	0.0406291511721994	230	15	0.219624912861305	0.655600587589218
ASV_485	visit	Week 72	-0.0330564412052146	0.0212153858385431	230	6	0.120588139460298	0.655600587589218
Sneathia	visit	Week 72	0.00717039454503854	0.00523168111337507	230	2	0.171856293175728	0.655600587589218
Alloscardovia	visit	Week 72	-0.0115150821700246	0.00925244620693364	230	2	0.214576974632245	0.655600587589218
ASV_653	visit	Week 72	-0.0101596169851186	0.00796159414902055	230	2	0.203226259088044	0.655600587589218
Rodentibacter	visit	Week 72	0.020131552020434	0.0154625313494495	230	7	0.194244864450796	0.655600587589218
ASV_682	visit	Week 72	0.00559866271789987	0.00394988957998106	230	2	0.157724507050078	0.655600587589218
ASV_689	visit	Week 72	0.0118108030817914	0.00707071269758835	230	3	0.0962156402248054	0.655600587589218
Shuttleworthia	visit	Week 72	0.0252182913901686	0.0155608445417623	230	6	0.106480290950459	0.655600587589218
Fretibacterium	visit	Week 72	-0.0296374612259413	0.0148522471098193	230	7	0.047179946969129	0.655600587589218
ASV_821	visit	Week 72	0.00673946440384186	0.00486334762446323	230	2	0.167172157203976	0.655600587589218
ASV_894	visit	Week 72	0.0154010308869332	0.00934563637941891	230	3	0.100742706343306	0.655600587589218
ASV_897	visit	Week 72	-0.0111123166920154	0.00656407878178869	230	3	0.0918407416786962	0.655600587589218
Scardovia	visit	Week 72	0.00716740522107242	0.00522909306142224	230	2	0.171823068573712	0.655600587589218
ASV_934	visit	Week 72	-0.0108611582677763	0.00862721992104391	230	2	0.209339191998948	0.655600587589218
Mobiluncus	visit	Week 72	0.0234512375793109	0.0121805441077825	230	4	0.0554354948251619	0.655600587589218
Desulfomicrobium	visit	Week 72	-0.00712232071442244	0.00519011276945323	230	2	0.171322854724699	0.655600587589218
ASV_1212	visit	Week 72	-0.00632738759280571	0.00452149035225145	230	2	0.163051168748266	0.655600587589218
ASV_1258	visit	Week 72	-0.00989316172574292	0.0077104490152036	230	2	0.200764988238804	0.655600587589218
ASV_1531	visit	Week 72	-0.0184952500180545	0.0116216722099754	230	3	0.112895005316962	0.655600587589218
ASV_1888	visit	Week 72	-0.00920788907843466	0.007069701369482	230	2	0.194078780230292	0.655600587589218
ASV_1939	visit	Week 72	-0.00699086913439623	0.0050770360663632	230	2	0.169875463411735	0.655600587589218
ASV_77	visit	Week 72	0.0748759861297672	0.0637119545663392	230	103	0.241129879940827	0.657998485940223
Tropheryma	visit	Week 72	-0.0298446203745377	0.0249714021731921	230	7	0.23326932269409	0.657998485940223
ASV_329	visit	Week 72	0.0217813717226032	0.0184815872820875	230	7	0.239808140538545	0.657998485940223
ASV_561	visit	Week 72	0.0248077962139369	0.0205047023146496	230	5	0.227585940380851	0.657998485940223
DMI	visit	Week 72	-0.0137257986883143	0.0113900349033046	230	2	0.229425243241821	0.657998485940223
ASV_269	visit	Week 72	-0.0171144303727563	0.0147086007470686	230	2	0.245816099416754	0.659606533434955
Pseudomonas	visit	Week 72	0.0215704322989244	0.0196211407062215	230	4	0.272776405399116	0.697095258242184
Corynebacterium	visit	Week 72	0.109604930455727	0.0986850969603682	230	98	0.267887513592105	0.697095258242184
Defluviitaleaceae_UCG.011	visit	Week 72	-0.0144987742988953	0.0130965117027145	230	4	0.269429651307291	0.697095258242184
Fusobacterium	visit	Week 72	0.11159602139442	0.103432160210974	230	211	0.281759185835437	0.708800451867272
Peptostreptococcus	visit	Week 72	-0.0860758048360819	0.0838709756708707	230	91	0.305843269298474	0.75542192946894
Candidatus_Saccharimonas	visit	Week 72	0.0608936033494013	0.060351112868474	230	56	0.314049544304155	0.75542192946894
ASV_421	visit	Week 72	0.00796172269137662	0.00789600125411896	230	3	0.314368132139248	0.75542192946894
ASV_216	visit	Week 72	0.0456045363157139	0.0462230637243177	230	20	0.324875470320904	0.764539040560249
ASV_1272	visit	Week 72	-0.00780988019576895	0.00796158803981986	230	3	0.327659588811535	0.764539040560249
Leptotrichia	visit	Week 72	0.110143028740878	0.118885444077759	230	193	0.355184767075678	0.81692496427406
Mannheimia	visit	Week 72	0.0794970863291629	0.0873560894465738	230	44	0.363765163641386	0.82487593445441
ASV_187	visit	Week 72	-0.048374470745838	0.0541988773352925	230	30	0.373046526150514	0.832658164850741
Bulleidia	visit	Week 72	0.0213100120750863	0.0241019567380298	230	7	0.37754065859692	0.832658164850741
ASV_854	visit	Week 72	0.011064365311341	0.0128157957577354	230	5	0.388858836941963	0.834750303302081
ASV_1797	visit	Week 72	0.00576779889637515	0.00661030270789706	230	3	0.383828073540099	0.834750303302081
Acinetobacter	visit	Week 72	0.00482123612335754	0.00585492962448345	230	3	0.411113168818957	0.87091079184016
Veillonella	visit	Week 72	0.0695777000546015	0.0859818543302925	230	225	0.419235847842997	0.874719236207376
Actinobacillus	visit	Week 72	0.0786576561595425	0.105106885712922	230	125	0.455015061335275	0.874719236207376
Aggregatibacter	visit	Week 72	-0.0771176144513023	0.103360889831551	230	152	0.456375253673413	0.874719236207376
ASV_112	visit	Week 72	0.0322600924559625	0.042092517833649	230	25	0.444225643794795	0.874719236207376
ASV_203	visit	Week 72	-0.0161667000568024	0.0209963229042884	230	7	0.442110159645771	0.874719236207376
Capnocytophaga	visit	Week 72	0.0490620984512052	0.0630445644927917	230	57	0.437250300492761	0.874719236207376
ASV_644	visit	Week 72	0.0120936483642742	0.0159555971359313	230	6	0.44925973358668	0.874719236207376
Pantoea	visit	Week 72	-0.0100199973278429	0.0130620909022988	230	3	0.443812600603241	0.874719236207376
Lautropia	visit	Week 72	0.077191843731955	0.107969122271402	230	184	0.475375244126246	0.897068594791833
Gemella	visit	Week 72	0.0466501336245261	0.0658166716915343	230	222	0.479179497839116	0.897068594791833
ASV_205	visit	Week 72	0.0348894297907123	0.0500177218539842	230	46	0.486174756621868	0.899702710530124
ASV_126	visit	Week 72	0.0141126851405263	0.0206946414259476	230	4	0.495963515244522	0.900962816608028
ASV_339	visit	Week 72	0.00611171727823935	0.00911339635262702	230	2	0.503134993569907	0.900962816608028
Alysiella	visit	Week 72	-0.0141216431247347	0.0213620490470301	230	7	0.509239852865407	0.900962816608028
ASV_1729	visit	Week 72	-0.00593395332914758	0.00894326890691071	230	2	0.507673942482719	0.900962816608028
Eikenella	visit	Week 72	0.0192936682654233	0.0326242300552721	230	12	0.554844499831132	0.911099490151176
ASV_209	visit	Week 72	-0.0340268920380439	0.0554611564110403	230	55	0.540139821414853	0.911099490151176
ASV_639	visit	Week 72	0.013176060318698	0.0220263343624468	230	8	0.550303060766986	0.911099490151176
Centipeda	visit	Week 72	0.0209669609567976	0.0337449038199025	230	11	0.534998553833261	0.911099490151176
ASV_817	visit	Week 72	0.0109621816131505	0.0180936227164105	230	9	0.545211138639244	0.911099490151176
ASV_861	visit	Week 72	-0.00435031219986931	0.00744342862497102	230	2	0.559495415159932	0.911099490151176
Olsenella	visit	Week 72	0.0135284000058378	0.0231912950768656	230	6	0.560241301397307	0.911099490151176
ASV_1004	visit	Week 72	-0.00955184818166256	0.015929558824779	230	5	0.549347983810691	0.911099490151176
Stomatobaculum	visit	Week 72	-0.0601460022844642	0.106397151777765	230	113	0.572427528634908	0.912565969604254
Kingella	visit	Week 72	-0.024623961590142	0.0435652004829059	230	26	0.572479272857327	0.912565969604254
ASV_596	visit	Week 72	0.00696116314117292	0.0125490356030407	230	5	0.579632008428413	0.914909346637004
Streptococcus	visit	Week 72	-0.0164050646279667	0.0473198649085935	230	230	0.729148090498448	0.936052544788012
Moraxella	visit	Week 72	-0.0701795527321695	0.147596025072934	230	114	0.634897230902586	0.936052544788012
Alloprevotella	visit	Week 72	-0.0508988305113265	0.108254025686577	230	213	0.638676158166511	0.936052544788012
Rothia	visit	Week 72	0.0328879510358264	0.0909675454947048	230	192	0.718034359121537	0.936052544788012
Escherichia.Shigella	visit	Week 72	-0.0075565480099843	0.0289437105392869	230	4	0.79426850464393	0.936052544788012
ASV_62	visit	Week 72	-0.0298110948970888	0.121156044404122	230	106	0.805860738633264	0.936052544788012
Bergeyella	visit	Week 72	0.0428504109365005	0.107255030342153	230	112	0.689884899304219	0.936052544788012
ASV_68	visit	Week 72	-0.0149390234050798	0.0556744002272847	230	41	0.788689154179195	0.936052544788012
Oribacterium	visit	Week 72	0.0319101040391777	0.102055781230163	230	98	0.754814782821158	0.936052544788012
ASV_120	visit	Week 72	-0.00392134248503711	0.0150343726274698	230	8	0.794462774837455	0.936052544788012
Solobacterium	visit	Week 72	0.0230239624425778	0.0911681681147859	230	91	0.800848232551958	0.936052544788012
ASV_163	visit	Week 72	-0.0109225872760841	0.0403809361373211	230	9	0.787028994615544	0.936052544788012
ASV_180	visit	Week 72	0.00571999333840399	0.0223234705848745	230	13	0.798002539512977	0.936052544788012
ASV_214	visit	Week 72	0.00405687046936809	0.0177249236420233	230	8	0.819167791315917	0.936052544788012
Catonella	visit	Week 72	0.0342232731756262	0.069528449964559	230	71	0.623037643964154	0.936052544788012
ASV_239	visit	Week 72	0.0150457656296817	0.0401403497698634	230	21	0.708136087921039	0.936052544788012
ASV_242	visit	Week 72	-0.0192944673970035	0.0369221144404701	230	5	0.601779446138948	0.936052544788012
Selenomonas	visit	Week 72	-0.0173651385204598	0.0601691653952156	230	40	0.773145670999149	0.936052544788012
Cardiobacterium	visit	Week 72	0.0139857655733396	0.0594724632197711	230	41	0.814292738964995	0.936052544788012
ASV_280	visit	Week 72	0.0195849205559924	0.0434666893604548	230	11	0.652725432636948	0.936052544788012
Comamonas	visit	Week 72	0.0131252942462784	0.0429427294561093	230	19	0.760152698689661	0.936052544788012
Mycoplasma	visit	Week 72	-0.0198199956033062	0.0632947125094311	230	32	0.754461885141625	0.936052544788012
ASV_331	visit	Week 72	-0.0116277632837017	0.028155414307472	230	19	0.680005731797804	0.936052544788012
Filifactor	visit	Week 72	-0.0146057201179313	0.0427945407243441	230	21	0.733193066877797	0.936052544788012
Staphylococcus	visit	Week 72	0.00327841814033075	0.010787928619643	230	3	0.76148358972067	0.936052544788012
ASV_472	visit	Week 72	-0.00422735588211326	0.0100811614586475	230	5	0.675368160802399	0.936052544788012
Amnipila	visit	Week 72	-0.0051615463580004	0.0157777321214806	230	8	0.74386123392087	0.936052544788012
Anaeroglobus	visit	Week 72	0.0110317809029678	0.023023266449495	230	5	0.632285513675501	0.936052544788012
ASV_508	visit	Week 72	0.00606629680665055	0.0133549822873987	230	6	0.650092005663309	0.936052544788012
ASV_525	visit	Week 72	-0.00489024536910722	0.0143793211784245	230	3	0.734102799843627	0.936052544788012
ASV_540	visit	Week 72	-0.00260093859620547	0.00936092110185109	230	4	0.78137874886138	0.936052544788012
Family_XIII_UCG.001	visit	Week 72	-0.00888746753875365	0.0290335600617879	230	10	0.759800107252334	0.936052544788012
Lactobacillus	visit	Week 72	0.00629627629459667	0.0276031078684644	230	9	0.819772725559687	0.936052544788012
ASV_844	visit	Week 72	-0.00472436007399532	0.0142616965796477	230	5	0.740750750508962	0.936052544788012
ASV_860	visit	Week 72	0.00397912279385634	0.00854692621588946	230	4	0.641973550417111	0.936052544788012
ASV_1135	visit	Week 72	0.0026824275462178	0.00806313679355891	230	3	0.739683097957309	0.936052544788012
ASV_1325	visit	Week 72	0.00207569536377226	0.00552604393489797	230	3	0.707548279239678	0.936052544788012
Erysipelotrichaceae_UCG.006	visit	Week 72	-0.00207979233842097	0.00537755402561699	230	2	0.699298804261287	0.936052544788012
Desulfobulbus	visit	Week 72	-0.00302304883475916	0.00962927782782639	230	5	0.753851030399778	0.936052544788012
Abiotrophia	visit	Week 72	0.0116346250806861	0.0574000012758804	230	55	0.839555120517152	0.945233387435395
ASV_543	visit	Week 72	0.000922237217807568	0.00440260370063957	230	2	0.834264177195502	0.945233387435395
Porphyromonas	visit	Week 72	0.0180334427663016	0.0924729277733564	230	217	0.845556269792375	0.945378884976197
ASV_529	visit	Week 72	0.000723725938236527	0.00424463309869982	230	2	0.864765176608403	0.952491584067346
ASV_586	visit	Week 72	-0.000693330978335691	0.00422074778812974	230	2	0.869666228931055	0.952491584067346
Prevotellaceae_YAB2003_group	visit	Week 72	-0.000711229997469991	0.00423480329721815	230	2	0.866772462422588	0.952491584067346
Granulicatella	visit	Week 72	0.002574478900222	0.0616390898682858	230	221	0.966721007199279	0.98507646936129
ASV_286	visit	Week 72	-0.00101962933336409	0.0129223553445663	230	3	0.937177954106149	0.98507646936129
ASV_307	visit	Week 72	-0.0019668028904331	0.0393820680548181	230	15	0.96021266156801	0.98507646936129
Dialister	visit	Week 72	-0.00131974635321237	0.0231838331217145	230	11	0.954654566251115	0.98507646936129
ASV_409	visit	Week 72	-0.0011683655836289	0.0232356611900949	230	7	0.959940659064835	0.98507646936129
Rikenellaceae_RC9_gut_group	visit	Week 72	0.000815580046882041	0.0152498862497047	230	4	0.957395452837953	0.98507646936129
ASV_591	visit	Week 72	0.000296734817869308	0.00706508806204676	230	3	0.966535328719307	0.98507646936129
ASV_964	visit	Week 72	0.000675474266102141	0.0063497644510991	230	3	0.915376106805839	0.98507646936129
ASV_1121	visit	Week 72	0.000840568530096386	0.0134798812528319	230	3	0.950332956389686	0.98507646936129
ASV_1456	visit	Week 72	0.000240436648983015	0.00387566435727279	230	2	0.950587292946439	0.98507646936129
Roseburia	visit	Week 72	0.000315750061287029	0.00393153292730484	230	2	0.936059404342345	0.98507646936129
Prevotella	visit	Week 72	0.00332459894395145	0.106622677336919	230	219	0.975152490581836	0.986168405488415
Atopobium	visit	Week 72	-0.00162089951155697	0.0647264912175156	230	41	0.980043135889108	0.986168405488415
Johnsonella	visit	Week 72	0.000499240899828571	0.0447072338652916	230	23	0.991100058444698	0.991100058444698
