"","feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero"
"57","Carnobacterium","visit","Week 72",-0.0963131535250107,0.0652800140510305,0.1414766815634,"visitWeek 72",0.368564527742098,232,2
"58","Brevundimonas","visit","Week 72",-0.0525204462973656,0.0346077860869484,0.130490952110851,"visitWeek 72",0.368564527742098,232,2
"59","Leuconostoc","visit","Week 72",-0.0497878566015009,0.0335203802400202,0.138833400470626,"visitWeek 72",0.368564527742098,232,2
"60","ASV_639","visit","Week 72",0.0777880654808197,0.0536621690442069,0.148535448617716,"visitWeek 72",0.373814212354585,232,6
"61","Tropheryma","visit","Week 72",-0.15134026869195,0.105632899603668,0.15330131735177,"visitWeek 72",0.374197653609451,232,7
"62","ASV_653","visit","Week 72",-0.0718267131682872,0.0501757989504817,0.153644069693947,"visitWeek 72",0.374197653609451,232,2
"63","ASV_421","visit","Week 72",0.0922129494504554,0.0678453255031661,0.175425706747495,"visitWeek 72",0.413909443309408,232,2
"64","Peptoanaerobacter","visit","Week 72",0.071750949461887,0.0527912372933628,0.175431817031802,"visitWeek 72",0.413909443309408,232,6
"65","ASV_964","visit","Week 72",0.0619302904239845,0.0459828627840052,0.179366226025136,"visitWeek 72",0.416681540458393,232,2
"66","Haemophilus","visit","Week 72",0.972545076695908,0.735721838933359,0.187517214924772,"visitWeek 72",0.418292429257279,232,224
"67","Mannheimia","visit","Week 72",0.275694113923307,0.208250469008115,0.186864346266827,"visitWeek 72",0.418292429257279,232,39
"68","Eikenella","visit","Week 72",-0.219543261295543,0.167001185313649,0.189946681834306,"visitWeek 72",0.418292429257279,232,19
"69","ASV_821","visit","Week 72",0.0501689502998369,0.0382655401536033,0.19114024913081,"visitWeek 72",0.418292429257279,232,2
"70","Conchiformibius","visit","Week 72",0.284008953600724,0.219246120958881,0.1964848090597,"visitWeek 72",0.423845802400209,232,34
"71","Escherichia.Shigella","visit","Week 72",0.0739209223806757,0.0579311489111414,0.203237857815134,"visitWeek 72",0.426234951806739,232,2
"72","ASV_1135","visit","Week 72",0.0482531040567386,0.037727540058239,0.202189875210134,"visitWeek 72",0.426234951806739,232,2
"73","Gemella","visit","Week 72",-0.185860415349473,0.148101575259155,0.210769716541191,"visitWeek 72",0.430084151320539,232,225
"74","ASV_182","visit","Week 72",-0.1664313638596,0.132057310655515,0.208839566814885,"visitWeek 72",0.430084151320539,232,16
"75","ASV_52","visit","Week 72",0.360554687137211,0.298097317396501,0.227704865513849,"visitWeek 72",0.440813265289631,232,97
"76","ASV_409","visit","Week 72",-0.109249858943564,0.0891487402486987,0.221648412866479,"visitWeek 72",0.440813265289631,232,12
"77","Rodentibacter","visit","Week 72",0.131930625702784,0.108933493373983,0.227095548554785,"visitWeek 72",0.440813265289631,232,6
"78","Prevotellaceae_YAB2003_group","visit","Week 72",-0.126514393636133,0.103460193254249,0.222644812438779,"visitWeek 72",0.440813265289631,232,3
"79","Amnipila","visit","Week 72",0.0617028792481138,0.0516043482972277,0.233048271510352,"visitWeek 72",0.445446696178015,232,4
"80","Abiotrophia","visit","Week 72",-0.272535657005611,0.238994305371185,0.2553291929948,"visitWeek 72",0.481304620203906,232,62
"81","Desulfobulbus","visit","Week 72",0.0375382295601101,0.0331170141087845,0.258183273089513,"visitWeek 72",0.481304620203906,232,2
"82","Sneathia","visit","Week 72",0.0426465049364444,0.037948139217248,0.262265143572857,"visitWeek 72",0.482951666823187,232,2
"83","Bergeyella","visit","Week 72",0.324174274202772,0.299095700717492,0.279567061018582,"visitWeek 72",0.490867746672162,232,91
"84","Dolosigranulum","visit","Week 72",0.170761357220536,0.155761342266909,0.27409350495732,"visitWeek 72",0.490867746672162,232,14
"85","Butyrivibrio","visit","Week 72",0.143912421156974,0.132522626163294,0.278639709160615,"visitWeek 72",0.490867746672162,232,39
"86","Peptococcus","visit","Week 72",0.0916140969331276,0.0843575271273382,0.278606348872225,"visitWeek 72",0.490867746672162,232,22
"87","Bulleidia","visit","Week 72",0.0589814173187835,0.0555619854007868,0.289556741545203,"visitWeek 72",0.502563999693399,232,6
"88","ASV_860","visit","Week 72",0.0510076099042166,0.0486337373562336,0.295365837391484,"visitWeek 72",0.506820925524023,232,4
"89","ASV_817","visit","Week 72",0.0466693011502871,0.0453170749211944,0.304167237535156,"visitWeek 72",0.516059020986613,232,4
"90","ASV_525","visit","Week 72",-0.061991241889332,0.061091139913861,0.311299017020177,"visitWeek 72",0.522290573000519,232,4
"91","ASV_329","visit","Week 72",0.100447812284936,0.100700959888114,0.319576854635298,"visitWeek 72",0.530286868680549,232,7
"92","Leptotrichia","visit","Week 72",0.945253992733714,0.956589421061677,0.324117497032779,"visitWeek 72",0.531975457086409,232,50
"93","ASV_68","visit","Week 72",0.229944789422414,0.245157702978282,0.349255829634873,"visitWeek 72",0.567071293278127,232,40
"94","ASV_682","visit","Week 72",-0.039284843363914,0.0443171654890351,0.376302313805962,"visitWeek 72",0.604485631752131,232,7
"95","Lentimicrobium","visit","Week 72",0.0522018302033215,0.0613967968403838,0.39607753434802,"visitWeek 72",0.629554817753169,232,6
"96","Johnsonella","visit","Week 72",0.0848742785261478,0.101028243464149,0.401722257358827,"visitWeek 72",0.631875633970655,232,12
"97","Cardiobacterium","visit","Week 72",-0.128302642932535,0.159996562192831,0.423433483280775,"visitWeek 72",0.659159339952546,232,44
"98","Capnocytophaga","visit","Week 72",-0.200051120958018,0.251845390509994,0.427815772704294,"visitWeek 72",0.659185527330086,232,29
"99","Porphyromonas","visit","Week 72",0.444583730354524,0.581523602078158,0.445343834375817,"visitWeek 72",0.677343135591096,232,169
"100","Parvimonas","visit","Week 72",-0.0913519835706966,0.120342919645977,0.448571612974236,"visitWeek 72",0.677343135591096,232,33
"101","ASV_307","visit","Week 72",0.0617213075655532,0.0828041132665217,0.456797400363224,"visitWeek 72",0.682934727275711,232,11
"102","ASV_203","visit","Week 72",-0.0657225804023548,0.09606935073871,0.49459061841636,"visitWeek 72",0.732188072361474,232,7
"103","ASV_596","visit","Week 72",0.0338027468136134,0.0501675897397027,0.501117263176124,"visitWeek 72",0.734647638248493,232,3
"104","Lachnoanaerobaculum","visit","Week 72",-0.195299487975045,0.29375668155591,0.506822595730056,"visitWeek 72",0.735867422646523,232,131
"105","Centipeda","visit","Week 72",0.0616537880219004,0.0948213985231676,0.516205739152873,"visitWeek 72",0.74235301535318,232,8
"106","Hydrogenophaga","visit","Week 72",0.055124821458363,0.087933786632628,0.531353028603859,"visitWeek 72",0.756335994952994,232,10
"107","Fretibacterium","visit","Week 72",-0.0241592915445566,0.0389737863524043,0.5359466984104,"visitWeek 72",0.756335994952994,232,2
"108","ASV_126","visit","Week 72",0.0551450311470495,0.094757966198792,0.561165840749802,"visitWeek 72",0.773458767395428,232,5
"109","Oceanivirga","visit","Week 72",-0.0613239367514985,0.103703859933547,0.554875314435084,"visitWeek 72",0.773458767395428,232,7
"110","ASV_854","visit","Week 72",0.0265741418762414,0.0461397319101344,0.565212636926497,"visitWeek 72",0.773458767395428,232,3
"111","ASV_1306","visit","Week 72",-0.0162090014880682,0.0283879171686801,0.56856902768803,"visitWeek 72",0.773458767395428,232,3
"112","Delftia","visit","Week 72",0.0236951943102543,0.0423513842319062,0.576371480520332,"visitWeek 72",0.777072263915804,232,3
"113","Granulicatella","visit","Week 72",-0.30201083064195,0.548710757813957,0.582578664979783,"visitWeek 72",0.778490074442011,232,223
"114","ASV_1895","visit","Week 72",-0.0157668179157618,0.029674478556056,0.595705731128219,"visitWeek 72",0.789048819301413,232,2
"115","Mogibacterium","visit","Week 72",-0.071268763270226,0.147494046690113,0.62941511166741,"visitWeek 72",0.822934976053868,232,56
"116","Alysiella","visit","Week 72",-0.0343328115681763,0.0716328011878865,0.632188458425488,"visitWeek 72",0.822934976053868,232,6
"117","TM7x","visit","Week 72",-0.0921776820805173,0.197027777876181,0.640341256616109,"visitWeek 72",0.825229028065175,232,76
"118","Staphylococcus","visit","Week 72",-0.0340184206644254,0.0747511593944932,0.649474583513942,"visitWeek 72",0.825229028065175,232,3
"119","ASV_644","visit","Week 72",0.0303478624401081,0.0668637737295033,0.650346055230171,"visitWeek 72",0.825229028065175,232,6
"120","ASV_383","visit","Week 72",-0.0296499619536176,0.0664623961823893,0.655932890628851,"visitWeek 72",0.825382220707971,232,5
"121","ASV_77","visit","Week 72",-0.119003001173706,0.272373255057312,0.662585458103304,"visitWeek 72",0.826862844409909,232,118
"122","ASV_1004","visit","Week 72",0.0144405507661509,0.0338692240420299,0.670242839383212,"visitWeek 72",0.829562858580861,232,4
"123","Pseudomonas","visit","Week 72",-0.0383011520392482,0.104893962878621,0.715341237861984,"visitWeek 72",0.878183145667964,232,7
"124","Catonella","visit","Week 72",0.0600720875283002,0.177836543216345,0.73582665865171,"visitWeek 72",0.888878603651266,232,48
"125","Tannerella","visit","Week 72",-0.0558544643065145,0.163811222925302,0.733438569922003,"visitWeek 72",0.888878603651266,232,40
"126","ASV_120","visit","Week 72",0.038344688509804,0.11629390761304,0.741909934984011,"visitWeek 72",0.889114287163378,232,5
"127","Prevotella","visit","Week 72",-0.701332978061926,2.18175384223231,0.748158479662242,"visitWeek 72",0.889542759283453,232,93
"128","Anaeroglobus","visit","Week 72",0.0268033991016852,0.0933799497307806,0.774343243893879,"visitWeek 72",0.91348304553106,232,4
"129","ASV_239","visit","Week 72",0.0308947529010615,0.123321114375993,0.802406706702044,"visitWeek 72",0.924911547419913,232,23
"130","Family_XIII_UCG.001","visit","Week 72",0.0136070806914094,0.0522921383060298,0.794932475329536,"visitWeek 72",0.924911547419913,232,7
"131","ASV_1325","visit","Week 72",0.00671565400273159,0.0263531667830504,0.799079870950266,"visitWeek 72",0.924911547419913,232,3
"132","ASV_260","visit","Week 72",-0.0292294579967687,0.125341193700986,0.815814183199759,"visitWeek 72",0.933241982296695,232,12
"133","Lactobacillus","visit","Week 72",0.0234642466874694,0.109516164239696,0.830539025829899,"visitWeek 72",0.942942803761765,232,10
"134","ASV_591","visit","Week 72",0.0117443808523242,0.0579100217297631,0.839467565186179,"visitWeek 72",0.944475631340363,232,3
"135","Olsenella","visit","Week 72",-0.0139366090500906,0.0772053256159697,0.856908354262448,"visitWeek 72",0.944475631340363,232,6
"136","Scardovia","visit","Week 72",-0.00908246206406417,0.0481347285725345,0.850503475976622,"visitWeek 72",0.944475631340363,232,4
"137","ASV_1121","visit","Week 72",-0.00684529658574451,0.0378985594261007,0.856823690023702,"visitWeek 72",0.944475631340363,232,2
"138","ASV_586","visit","Week 72",0.00757205437628557,0.0453318515264533,0.86748842879141,"visitWeek 72",0.949208353242775,232,2
"139","ASV_472","visit","Week 72",-0.00836960244470976,0.0529523288827397,0.874548837138936,"visitWeek 72",0.950049456172513,232,4
"140","Dialister","visit","Week 72",-0.0126780075760571,0.0856015559853579,0.882389763753513,"visitWeek 72",0.951720388048432,232,12
"141","Corynebacterium","visit","Week 72",0.0449894774733497,0.33108524713677,0.892031147967587,"visitWeek 72",0.95529576839082,232,79
"142","Pantoea","visit","Week 72",-0.00411270688987982,0.0323846792041224,0.899054955161249,"visitWeek 72",0.956037311474286,232,2
"143","Selenomonas","visit","Week 72",-0.0155001410238324,0.157121153930233,0.921501388501772,"visitWeek 72",0.971163593109622,232,30
"144","ASV_426","visit","Week 72",0.00352515431074133,0.0391003227958728,0.928241190830955,"visitWeek 72",0.971163593109622,232,2
"145","ASV_428","visit","Week 72",0.00557524260739313,0.0706384711685593,0.937159762544655,"visitWeek 72",0.971163593109622,232,3
"146","ASV_689","visit","Week 72",0.00430432725443326,0.0561899626134517,0.939005858238442,"visitWeek 72",0.971163593109622,232,5
"147","ASV_286","visit","Week 72",0.00345048697817103,0.0799836627599153,0.965627443667095,"visitWeek 72",0.98281627081294,232,5
"148","ASV_1343","visit","Week 72",-0.000762799167136727,0.0201256594930591,0.969798836762438,"visitWeek 72",0.98281627081294,232,2
"149","Helicobacter","visit","Week 72",0.00116085213729612,0.0297807191704909,0.968940155266823,"visitWeek 72",0.98281627081294,232,2
"150","Hyphomicrobium","visit","Week 72",-0.000801198739114082,0.0574361723159029,0.988882461923429,"visitWeek 72",0.992947230968271,232,5
"151","Weissella","visit","Week 72",-0.000296702432048159,0.0335292435786396,0.992947230968271,"visitWeek 72",0.992947230968271,232,2
