feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
ASV_1095	visit12m_azm	visit12m_azm	-0.0463859163513334	0.0183958989879007	875	11	0.0118623812744446	0.256765050377953
ASV_1258	visit12m_azm	visit12m_azm	-0.0193329701446172	0.00766940106169136	875	6	0.0118872708508312	0.256765050377953
Prevotella	visit12m_azm	visit12m_azm	0.257347186402533	0.104806995474273	875	835	0.014369996991072	0.295215588768528
Streptobacillus	hospitalised12m	yes	0.448391070823702	0.182236277016845	875	302	0.0143521898956968	0.295215588768528
ASV_209	visit	Week 48	-0.123692533941504	0.0504810721028407	875	167	0.0145785475935075	0.295215588768528
Amnipila	visit12m_azm	visit12m_azm	-0.0731388775237451	0.030033581321348	875	32	0.0151843721315762	0.301208361467185
Aggregatibacter	visit	Week 48	-0.186095967484896	0.0775822698090541	875	532	0.0167741991171077	0.319696500820171
Mogibacterium	visit12m_azm	visit12m_azm	0.170016306917801	0.0706977662178582	875	180	0.0165003377277171	0.319696500820171
Stomatobaculum	visit	Week 48	-0.183245374195081	0.0768679482644165	875	406	0.0174592379882691	0.323971269502303
ASV_383	visit18m_azm	visit18m_azm	-0.107791225465133	0.0453126019617539	875	36	0.0176651000860309	0.323971269502303
ASV_529	visit	Week 48	-0.0219880244630249	0.00926501014870635	875	7	0.0180935045871494	0.325683082568689
ASV_52	visit	Week 48	-0.135617919715074	0.0584183430836666	875	323	0.0206130985590852	0.330675971027924
Stomatobaculum	hospitalised12m	yes	-0.496142902433236	0.211024678295268	875	406	0.0192560230504565	0.330675971027924
Lachnoanaerobaculum	visit12m_azm	visit12m_azm	0.249210161561112	0.107159295005096	875	490	0.0203945191689665	0.330675971027924
Abiotrophia	visit12m_azm	visit12m_azm	0.190090695852344	0.0823065685928095	875	205	0.0212768854938078	0.330675971027924
ASV_163	visit12m_azm	visit12m_azm	0.155615790705819	0.0671658040376933	875	63	0.0208713071811487	0.330675971027924
ASV_209	visit12m_azm	visit12m_azm	-0.167391244533984	0.0712496605302978	875	167	0.0191533088355851	0.330675971027924
ASV_214	visit12m_azm	visit12m_azm	-0.0675055960454716	0.0290202876291464	875	27	0.0203670730382854	0.330675971027924
ASV_1054	visit12m_azm	visit12m_azm	0.0244943745858822	0.0106224623359753	875	8	0.0213508975286386	0.330675971027924
Desulfobulbus	visit12m_azm	visit12m_azm	-0.0299296022371569	0.0129769330122156	875	9	0.021432701825884	0.330675971027924
Veillonella	visit	Week 48	-0.145125748615406	0.0637705684645911	875	835	0.0232348976949553	0.342186675143887
Hydrogenophaga	visit	Week 48	0.0605754569328883	0.0266274910959441	875	29	0.0231537691906648	0.342186675143887
ASV_1258	visit	Week 48	0.0123992810608392	0.00543082361559402	875	6	0.0226636163989907	0.342186675143887
Prevotella	visit	Week 48	-0.168179704020145	0.0743404578686449	875	835	0.0240539822132716	0.348962249422388
Gemella	visit12m_azm	visit12m_azm	0.158157771059188	0.0710729411744397	875	839	0.0264487211448547	0.356298561494249
ASV_157	visit12m_azm	visit12m_azm	-0.164002465307766	0.0734462098698391	875	106	0.0259232309119925	0.356298561494249
ASV_182	visit	Week 72	-0.0852566836300527	0.0386292584795718	875	53	0.0276928420239176	0.356298561494249
Psychrobacter	visit12m_azm	visit12m_azm	0.044616248455047	0.0200502644627019	875	9	0.0263227566919582	0.356298561494249
ASV_529	visit	Week 72	-0.0218989968210074	0.00992637246721155	875	7	0.0278587352608672	0.356298561494249
ASV_529	trial_arm	Placebo	0.0203416245300374	0.00907380537258855	875	7	0.0252264808042201	0.356298561494249
ASV_529	visit12m_azm	visit12m_azm	0.0290534067868387	0.0130840155236829	875	7	0.0269342709072818	0.356298561494249
ASV_897	visit12m_azm	visit12m_azm	-0.0380335385806567	0.0171045082108714	875	8	0.0265925384943472	0.356298561494249
Desulfomicrobium	visit18m_azm	visit18m_azm	-0.0242237029104246	0.0109649802963398	875	8	0.0275561146447671	0.356298561494249
ASV_1004	hospitalised12m	yes	0.0525147839738776	0.023970715477377	875	14	0.029108273836	0.367444703488208
ASV_280	visit12m_azm	visit12m_azm	-0.103395162470611	0.0475241864236721	875	41	0.029987039067418	0.373684640686285
ASV_1202	visit	Week 48	0.0182637579364022	0.00846565072362411	875	6	0.0312486614640544	0.384477201810897
Neisseria	hospitalised12m	yes	-0.386383966294441	0.179666752282305	875	861	0.0321629883419343	0.390780308354502
ASV_472	hospitalised12m	yes	0.0965896000035155	0.0451863363053458	875	28	0.0332315089519229	0.396022654972909
Desulfomicrobium	visit	Week 48	0.0153259127430649	0.0071868806634402	875	8	0.0334093186294018	0.396022654972909
ASV_1202	visit12m_azm	visit12m_azm	-0.0252741265545354	0.0119551794061662	875	6	0.0347936461034457	0.407462939910231
Fusobacterium	hospitalised12m	yes	-0.426049799505617	0.202650398390827	875	800	0.0361967474624738	0.409107424808425
Campylobacter	hospitalised12m	yes	-0.44025017965785	0.209266866104625	875	696	0.0360671395558572	0.409107424808425
ASV_283	visit	Week 48	-0.0565490795332387	0.0268515266189848	875	41	0.0356161742410906	0.409107424808425
Lautropia	visit18m_azm	visit18m_azm	0.280135561573876	0.13475853114352	875	723	0.0380599624415779	0.411203942343482
Granulicatella	visit	Week 48	-0.116337209107161	0.0562057299587575	875	828	0.0389205377526753	0.411203942343482
ASV_68	visit18m_azm	visit18m_azm	0.146293839865759	0.0703266481799168	875	149	0.037932205648489	0.411203942343482
ASV_283	hospitalised12m	yes	0.107690030493583	0.0517853344624929	875	41	0.0382432008276644	0.411203942343482
Capnocytophaga	visit	Week 48	-0.128876937111232	0.0618565052466002	875	252	0.0376557812994496	0.411203942343482
Peptoanaerobacter	trial_arm	Placebo	-0.0560180759706267	0.0270843430492698	875	43	0.038909169900745	0.411203942343482
Bergeyella	visit	Week 48	-0.164804005667669	0.0799737954206739	875	411	0.0397896384096089	0.411441792916381
Sphingopyxis	visit	Week 72	0.0334604214763299	0.0162494376869	875	17	0.0397753897918842	0.411441792916381
ASV_77	visit18m_azm	visit18m_azm	0.19322247052074	0.0941549348102223	875	381	0.0405753253457304	0.415149644589999
Rothia	hospitalised12m	yes	-0.437300233997943	0.214292629696944	875	739	0.0419967431176719	0.420603404274363
ASV_52	visit12m_azm	visit12m_azm	0.166625675866999	0.0824285759589127	875	323	0.0437046747239822	0.420603404274363
ASV_242	visit12m_azm	visit12m_azm	-0.0746210608886834	0.0366402487193022	875	14	0.0421184083798473	0.420603404274363
ASV_339	visit12m_azm	visit12m_azm	0.0702176902882544	0.0347608639317827	875	18	0.0436879363774779	0.420603404274363
ASV_383	trial_arm	Placebo	-0.0598146811680951	0.0295103699485274	875	36	0.042977539227836	0.420603404274363
Shuttleworthia	hospitalised12m	yes	0.102702704939867	0.0505008321551545	875	27	0.0427903084603656	0.420603404274363
Stomatobaculum	visit	Week 72	-0.167668998441317	0.0834450701350529	875	406	0.0449558068972238	0.428199906401176
F0332	visit	Week 72	-0.0605635029007194	0.0301991994762432	875	48	0.0453750929622645	0.428199906401176
Psychrobacter	hospitalised12m	yes	0.0533004290235826	0.026790071695666	875	9	0.0469529588791429	0.438829577216605
Hydrogenophaga	visit	Week 72	0.0566317202525093	0.0285276684651349	875	29	0.0474420749078212	0.439178064860973
Veillonella	visit18m_azm	visit18m_azm	0.191784411259317	0.0975586796013085	875	835	0.0497936867286901	0.456598712266856
Veillonella	visit	Week 72	-0.135509651298585	0.0694448667814905	875	835	0.0514968602553894	0.463471742298505
ASV_68	visit12m_azm	visit12m_azm	0.127498800789838	0.0652274954288764	875	149	0.0511149129410926	0.463471742298505
ASV_68	hospitalised12m	yes	-0.217960876648775	0.113072824699386	875	149	0.0546993820898886	0.487777976067631
ASV_861	visit	Week 72	0.0200396036444578	0.0104669891186214	875	5	0.0559920112930275	0.494765772516571
ASV_187	trial_arm	Placebo	-0.0783467606608531	0.0412032860152175	875	82	0.0575746470995156	0.504167180006569
ASV_214	visit	Week 48	0.0388923708029155	0.0205559042417678	875	27	0.0590000581549134	0.512036218987284
ASV_157	visit18m_azm	visit18m_azm	-0.147807512723376	0.0786832980009013	875	106	0.0607677304501927	0.522710035376879
ASV_428	visit	Week 72	0.0239110206424945	0.0127685477948261	875	8	0.0614527025407721	0.523965147979215
Mycoplasma	hospitalised12m	yes	0.215060203493035	0.115321146804321	875	128	0.0629939083120977	0.532435468516165
Rothia	visit	Week 72	-0.152705274473942	0.0830737230163571	875	739	0.0665316477988744	0.544315994026419
Bergeyella	visit18m_azm	visit18m_azm	0.224975986278916	0.121960151158774	875	411	0.0655909701650595	0.544315994026419
Peptostreptococcus	visit	Week 48	0.121056803393128	0.0658795766768767	875	351	0.0666395095567323	0.544315994026419
ASV_682	trial_arm	Placebo	0.031624168840594	0.0172024165884291	875	27	0.0663521367034309	0.544315994026419
Alloprevotella	visit	Week 72	-0.170114854325119	0.0934284252075476	875	795	0.0691253351042733	0.559915214344614
Leptotrichia	visit	Week 48	-0.163606944447358	0.0903072355132656	875	735	0.0705667968838822	0.563293545113708
Oribacterium	hospitalised12m	yes	-0.339173197224239	0.187106347774824	875	396	0.0707014531932843	0.563293545113708
ASV_1398	visit12m_azm	visit12m_azm	0.0136000956178864	0.00754189651729613	875	5	0.0718171602239409	0.567530729574557
Bergeyella	visit	Week 72	-0.155783555139349	0.0867810405067389	875	411	0.0731459831566706	0.573370126034547
Rothia	visit18m_azm	visit18m_azm	0.20818967668674	0.116739629959695	875	739	0.0750371087414237	0.58315993049802
Acinetobacter	visit12m_azm	visit12m_azm	0.0422571664806913	0.0237537453327926	875	13	0.0755948058052989	0.58315993049802
ASV_307	visit12m_azm	visit12m_azm	-0.0787447016764739	0.044635400609504	875	56	0.0782315430034432	0.59199966422525
Filifactor	trial_arm	Placebo	0.0614465839528781	0.0348868017970676	875	77	0.0785678566718696	0.59199966422525
ASV_689	visit	Week 48	-0.0208183706478936	0.011794954583489	875	14	0.0781311276210567	0.59199966422525
Corynebacterium	visit	Week 48	-0.132683653633909	0.0757561203544451	875	340	0.0804054536123873	0.601185391624927
Gemella	visit18m_azm	visit18m_azm	0.132496899068144	0.0769407626500491	875	839	0.0855727967590756	0.623512117229978
ASV_120	visit18m_azm	visit18m_azm	-0.0711319785383491	0.0413209856402341	875	25	0.0856501840935869	0.623512117229978
TM7x	hospitalised12m	yes	-0.305378055404941	0.177509138560725	875	309	0.0862201603240695	0.623512117229978
ASV_180	trial_arm	Placebo	0.0502955985679899	0.0293124374026868	875	75	0.086550037347193	0.623512117229978
ASV_260	hospitalised12m	yes	0.0644491104931054	0.0379110889987682	875	31	0.0899416294242821	0.623512117229978
Hyphomicrobium	visit	Week 72	0.0295221698489718	0.0172539021532716	875	17	0.0874304403602406	0.623512117229978
ASV_383	visit	Week 48	-0.051166814327307	0.030058039731507	875	36	0.0892387124697296	0.623512117229978
Peptoanaerobacter	visit	Week 48	0.0467522632791749	0.0276257533636864	875	43	0.0910892187722807	0.623512117229978
Rodentibacter	visit18m_azm	visit18m_azm	0.0288952527909526	0.0169770589819538	875	15	0.0892185784100447	0.623512117229978
ASV_586	visit	Week 72	0.00898464284501532	0.00528734644555785	875	5	0.0897906038895364	0.623512117229978
ASV_894	visit18m_azm	visit18m_azm	0.0244567596751917	0.0143607710469318	875	8	0.0890880661495057	0.623512117229978
Desulfobulbus	trial_arm	Placebo	-0.0162920562500594	0.00961463835325327	875	9	0.0905369103689711	0.623512117229978
ASV_52	visit	Week 72	-0.105949073919695	0.0631612218286106	875	323	0.0939756765504185	0.63289203313804
ASV_239	visit18m_azm	visit18m_azm	0.0815256098103239	0.0486617936066112	875	78	0.0944129061779998	0.63289203313804
Defluviitaleaceae_UCG.011	trial_arm	Placebo	0.0415131004084521	0.0247864095763935	875	36	0.0943271774601146	0.63289203313804
Mogibacterium	visit18m_azm	visit18m_azm	0.126157725373432	0.0760898946217485	875	180	0.0978361236782262	0.634691033722603
Parvimonas	visit12m_azm	visit12m_azm	0.0948132448514213	0.0568370075040429	875	108	0.0958349547823521	0.634691033722603
Comamonas	hospitalised12m	yes	0.123168232346133	0.0741507764480987	875	75	0.0976071414331054	0.634691033722603
ASV_529	visit18m_azm	visit18m_azm	0.0231538500420823	0.013963012725129	875	7	0.097946147179414	0.634691033722603
ASV_1272	visit12m_azm	visit12m_azm	0.0235459040789219	0.0141294952238938	875	10	0.0959873192682355	0.634691033722603
Granulicatella	visit	Week 72	-0.100572652206256	0.0610686151743324	875	828	0.100116430067619	0.644458079640568
Actinomyces	visit18m_azm	visit18m_azm	0.205064504048402	0.125511084931598	875	670	0.102828683959432	0.644835360055277
ASV_120	visit	Week 72	0.0481617348320582	0.0293811559933133	875	25	0.101657622290559	0.644835360055277
Lentimicrobium	visit12m_azm	visit12m_azm	-0.0809740026770429	0.0494856344513076	875	52	0.102287034987952	0.644835360055277
Johnsonella	visit12m_azm	visit12m_azm	-0.0746912040811331	0.0454646815619578	875	60	0.100974184498037	0.644835360055277
ASV_62	hospitalised12m	yes	-0.388356857881951	0.238861387042196	875	359	0.104873869018909	0.649668897534806
ASV_422	trial_arm	Placebo	0.0348020773536963	0.0214396037830483	875	23	0.104936231391939	0.649668897534806
Fusobacterium	visit12m_azm	visit12m_azm	-0.163790908123985	0.101400153872206	875	800	0.106802380106587	0.657037426984829
Mogibacterium	hospitalised12m	yes	-0.186793997093617	0.116277396764136	875	180	0.109067816123101	0.666754196677071
ASV_62	visit	Week 72	-0.153081240680749	0.0958034688894857	875	359	0.110612351153931	0.67197003326013
ASV_280	visit	Week 72	0.057701040138579	0.0362346207380437	875	41	0.111795047364801	0.674936559245878
Moraxella	hospitalised12m	yes	0.430568347632142	0.273113702969537	875	417	0.115778477467569	0.678849357368957
ASV_239	visit	Week 72	-0.0545375511747605	0.0346222488328881	875	78	0.115757758534177	0.678849357368957
ASV_286	visit	Week 48	0.0261852751390751	0.0165389368256686	875	12	0.113728709541796	0.678849357368957
ASV_525	visit	Week 72	0.0205017725283522	0.0129606504972592	875	9	0.114171204045634	0.678849357368957
ASV_596	visit	Week 72	-0.0254736275386168	0.0162187559224528	875	11	0.116633583004749	0.678849357368957
Johnsonella	trial_arm	Placebo	-0.0520119893459576	0.0331116767685188	875	60	0.116598670110991	0.678849357368957
Corynebacterium	visit12m_azm	visit12m_azm	0.167284373533982	0.106880766685026	875	340	0.118107509703704	0.683336306142857
Gemella	visit	Week 72	-0.0849733355017827	0.0547531122274455	875	839	0.121202102808623	0.689726706583931
Campylobacter	visit12m_azm	visit12m_azm	0.178742098600572	0.11652684638543	875	696	0.125598381754481	0.689726706583931
ASV_77	visit12m_azm	visit12m_azm	0.134421836349573	0.0875788206525312	875	381	0.125365032457897	0.689726706583931
ASV_307	visit	Week 48	0.0489210917752374	0.0316338472371258	875	56	0.122533390207032	0.689726706583931
Lactobacillus	visit18m_azm	visit18m_azm	0.0689424126277672	0.0445568097507839	875	29	0.122309738954435	0.689726706583931
ASV_472	visit	Week 48	-0.0365966808919012	0.023589328122224	875	28	0.121341994535409	0.689726706583931
ASV_821	visit	Week 48	-0.0196055676716018	0.012735190315202	875	9	0.124213384668018	0.689726706583931
Desulfomicrobium	visit	Week 72	0.0120345362168848	0.00780254058582891	875	8	0.123528776183987	0.689726706583931
Desulfomicrobium	trial_arm	Placebo	-0.0129654029024305	0.00843678354085929	875	8	0.124777000545653	0.689726706583931
ASV_209	visit	Week 72	-0.0828240493652368	0.0544392709811344	875	167	0.128684075459614	0.694796862759856
ASV_260	visit12m_azm	visit12m_azm	0.0391176339673939	0.025854706388687	875	31	0.130810520457874	0.694796862759856
ASV_689	visit18m_azm	visit18m_azm	0.0271959265924412	0.0178385621267602	875	14	0.127916091904797	0.694796862759856
ASV_860	visit18m_azm	visit18m_azm	0.019234540266516	0.0126202889764295	875	12	0.12805568297506	0.694796862759856
ASV_1234	visit	Week 72	-0.00807153357909268	0.00533509342189308	875	5	0.130665692252001	0.694796862759856
ASV_1306	visit	Week 72	0.0124781560303505	0.00822368903700325	875	5	0.129781999000831	0.694796862759856
ASV_283	visit	Week 72	-0.0432516329067364	0.0287962514026803	875	41	0.133585185504615	0.705678262556986
ASV_860	visit	Week 48	-0.0125028164342585	0.00833858068123775	875	12	0.134390586786271	0.706095407331113
Catonella	hospitalised12m	yes	-0.261399857941695	0.175445751050101	875	271	0.137130868732679	0.716455058697173
Staphylococcus	hospitalised12m	yes	0.0457509182681571	0.0308031869345325	875	8	0.137836518494209	0.716455058697173
Escherichia.Shigella	trial_arm	Placebo	-0.0219435230848377	0.0148489308443179	875	7	0.139828155479844	0.720144945379349
Treponema	visit18m_azm	visit18m_azm	-0.193851523675031	0.131190007773145	875	260	0.140028183823762	0.720144945379349
Atopobium	visit	Week 72	-0.0873616652997493	0.0592644575058336	875	199	0.140980475863318	0.721226434416552
Haemophilus	hospitalised12m	yes	-0.172546000067945	0.12118894319834	875	869	0.155361040913136	0.722289496884275
Leptotrichia	visit18m_azm	visit18m_azm	0.200123226916401	0.137920978761223	875	735	0.147314661429837	0.722289496884275
ASV_68	trial_arm	Placebo	0.0718570846610799	0.0507924166153955	875	149	0.157536392324554	0.722289496884275
Lachnoanaerobaculum	hospitalised12m	yes	-0.262949719339643	0.184475138863424	875	490	0.154925906938169	0.722289496884275
TM7x	visit12m_azm	visit12m_azm	0.127496047546499	0.0867338679632924	875	309	0.142129791429644	0.722289496884275
Tropheryma	visit18m_azm	visit18m_azm	-0.0686753153177206	0.0479694463795276	875	48	0.152815221649447	0.722289496884275
ASV_187	visit18m_azm	visit18m_azm	-0.0890115376456511	0.0614796835434788	875	82	0.148181452818233	0.722289496884275
Candidatus_Saccharimonas	visit18m_azm	visit18m_azm	0.113818178383072	0.0780885092385489	875	202	0.1455052716545	0.722289496884275
ASV_280	visit18m_azm	visit18m_azm	-0.0723244626685929	0.0509556543710893	875	41	0.156295528179582	0.722289496884275
ASV_383	hospitalised12m	yes	0.0821651314703841	0.0571203719159646	875	36	0.151200382188891	0.722289496884275
ASV_461	visit	Week 48	-0.0363590086328726	0.0250750564197739	875	36	0.147572918100212	0.722289496884275
ASV_461	visit18m_azm	visit18m_azm	0.05401278884799	0.0379784987667405	875	36	0.155454880617874	0.722289496884275
Rikenellaceae_RC9_gut_group	hospitalised12m	yes	0.061451478502723	0.0421690376239894	875	23	0.145404807211736	0.722289496884275
Defluviitaleaceae_UCG.011	visit12m_azm	visit12m_azm	-0.0506030628931044	0.0357466134294832	875	36	0.157250060707843	0.722289496884275
ASV_639	visit	Week 72	0.0252452499519477	0.0177823369314118	875	27	0.156195217521581	0.722289496884275
ASV_767	visit12m_azm	visit12m_azm	0.0124784732246952	0.0086589272994763	875	5	0.149914035361625	0.722289496884275
ASV_817	visit18m_azm	visit18m_azm	0.0251968449168026	0.0174727043593666	875	16	0.149643619582717	0.722289496884275
ASV_861	visit18m_azm	visit18m_azm	-0.021195746961106	0.0147214330937271	875	5	0.15041484212486	0.722289496884275
ASV_897	trial_arm	Placebo	-0.0173762886157261	0.0118615660006951	875	8	0.14330387079216	0.722289496884275
Mobiluncus	visit18m_azm	visit18m_azm	0.0169845126346545	0.0118958938825819	875	8	0.153719865274456	0.722289496884275
ASV_1004	visit18m_azm	visit18m_azm	-0.0259964174381935	0.0182613535227954	875	14	0.155063957587579	0.722289496884275
ASV_1095	visit18m_azm	visit18m_azm	-0.0279298573286046	0.0196313580253081	875	11	0.155177626785456	0.722289496884275
Streptococcus	trial_arm	Placebo	-0.0674877918963816	0.0488793804392422	875	872	0.167787630409122	0.724842563367406
Oceanivirga	trial_arm	Placebo	0.0668817469173379	0.0479553776071474	875	68	0.163548625705123	0.724842563367406
ASV_209	hospitalised12m	yes	-0.154681078466216	0.111560618822077	875	167	0.166491976694397	0.724842563367406
F0058	visit18m_azm	visit18m_azm	0.110700767209143	0.0790467607876849	875	152	0.161878366432776	0.724842563367406
ASV_280	trial_arm	Placebo	-0.0477522264257485	0.0344107229937564	875	41	0.165584975792474	0.724842563367406
Dialister	visit12m_azm	visit12m_azm	-0.0564384995820632	0.0402669385340417	875	53	0.161583502177849	0.724842563367406
Lactobacillus	visit	Week 72	-0.0437604085216411	0.0316824893987074	875	29	0.167713930980885	0.724842563367406
ASV_472	trial_arm	Placebo	0.0323165934481229	0.0232286820021844	875	28	0.164510315741161	0.724842563367406
ASV_689	visit	Week 72	-0.0177647004692471	0.0126843249815203	875	14	0.161890120337147	0.724842563367406
Scardovia	visit12m_azm	visit12m_azm	0.0116478312956516	0.00841114981250953	875	10	0.166638525436382	0.724842563367406
ASV_1004	visit	Week 72	0.0181491309719873	0.0129837159791269	875	14	0.162651143957446	0.724842563367406
ASV_1004	trial_arm	Placebo	-0.0166583408265227	0.0120660098144894	875	14	0.16775822846855	0.724842563367406
Desulfobulbus	visit	Week 48	0.012706537703487	0.00919430897497411	875	9	0.167486907671617	0.724842563367406
Leptotrichia	visit12m_azm	visit12m_azm	0.174954459232227	0.127323343675007	875	735	0.169959627626795	0.727452824255668
Actinomyces	hospitalised12m	yes	-0.323587706978602	0.235374431832017	875	670	0.170046201013377	0.727452824255668
ASV_540	hospitalised12m	yes	0.0595541809523962	0.0434125094573956	875	30	0.17103945689347	0.727452824255668
ASV_596	visit18m_azm	visit18m_azm	0.03123039494939	0.0228142704895986	875	11	0.171385490488218	0.727452824255668
Butyrivibrio	visit	Week 48	0.0594078044102489	0.0434537050627603	875	115	0.17213914742351	0.727475005633268
Treponema	trial_arm	Placebo	0.13005514038685	0.095718369444766	875	260	0.174616528482727	0.731583041746596
Rikenellaceae_RC9_gut_group	trial_arm	Placebo	0.0297339759671274	0.0218835934126328	875	23	0.174583958784565	0.731583041746596
Neisseria	visit12m_azm	visit12m_azm	0.110262384074764	0.0823801861700044	875	861	0.181287241570147	0.73216025371913
Aggregatibacter	visit	Week 72	-0.113132093309085	0.0840291474576648	875	532	0.178699993579637	0.73216025371913
Aggregatibacter	hospitalised12m	yes	-0.261949493459938	0.195618987198541	875	532	0.181390529085674	0.73216025371913
ASV_62	trial_arm	Placebo	0.137113952891216	0.102531736216969	875	359	0.181533560850114	0.73216025371913
ASV_62	visit12m_azm	visit12m_azm	-0.167772560034962	0.124505123943189	875	359	0.178365061488177	0.73216025371913
Oceanivirga	visit12m_azm	visit12m_azm	-0.074917263211296	0.0558317282091483	875	68	0.180197642553203	0.73216025371913
Rodentibacter	visit	Week 48	-0.0152185322710948	0.0112568123478029	875	15	0.176883257920113	0.73216025371913
Rikenellaceae_RC9_gut_group	visit	Week 72	-0.0323455563021806	0.0239430900181739	875	23	0.177068321314059	0.73216025371913
